English name,species_code
Indian Silverbill,indsil
Java Sparrow,javspa
Timor Sparrow,timspa4
Streak-headed Munia,sthmun2
White-spotted Munia,sthmun3
Scaly-breasted Munia,nutman
Black-throated Munia,bltmun1
Black-faced Munia,blfmun1
White-rumped Munia,whrmun
Dusky Munia,dusmun1
White-bellied Munia,whbmun1
Javan Munia,javmun1
Tricolored Munia,trimun
Chestnut Munia,chemun
White-capped Munia,whcmun1
White-headed Munia,whhmun1
Pale-headed Munia,pahmun1
Grand Munia,gramun1
Black-breasted Munia,blbmun1
Snow Mountain Munia,snmmun1
Alpine Munia,alpmun1
Gray-banded Munia,gybmun1
Gray-crowned Munia,gycmun1
Gray-headed Munia,gyhmun1
Hooded Munia,hoomun1
New Ireland Munia,neimun1
Mottled Munia,motmun1
New Hanover Munia,nehmun1
Yellow-rumped Munia,yermun1
Five-colored Munia,ficmun1
Chestnut-breasted Munia,chbmun1
Black Munia,blamun1
Bismarck Munia,bismun1
Gouldian Finch,goufin3
Pin-tailed Parrotfinch,pitpar1
Green-faced Parrotfinch,grfpar1
Tawny-breasted Parrotfinch,tabpar1
Red-throated Parrotfinch,retpar3
Fiji Parrotfinch,fijpar1
Royal Parrotfinch,roypar1
Pink-billed Parrotfinch,pibpar1
Tricolored Parrotfinch,tripar1
Red-eared Parrotfinch,reepar2
Papuan Parrotfinch,pappar1
Blue-faced Parrotfinch,blfpar3
Shelley's Oliveback,fepoli1
White-collared Oliveback,whcoli1
Yellow-bellied Waxbill,yebwax2
Angola Waxbill,swewax1
Swee Waxbill,swewax3
Green-backed Twinspot,grbtwi1
Shelley's Crimsonwing,shcwin1
Dusky Crimsonwing,ducwin1
Abyssinian Crimsonwing,abcwin1
Red-faced Crimsonwing,rfcwin1
Red-fronted Antpecker,refant1
Woodhouse's Antpecker,wooant1
Jameson's Antpecker,jamant1
White-breasted Nigrita,whbneg2
Chestnut-breasted Nigrita,chbneg1
Gray-headed Nigrita,gyhneg1
Pale-fronted Nigrita,pafneg1
Gray-headed Oliveback,gyholi1
Black-faced Waxbill,blcwax1
Black-cheeked Waxbill,rerwax1
Lavender Waxbill,lavwax
Black-tailed Waxbill,bltwax1
Cinderella Waxbill,cinwax1
Black-crowned Waxbill,blcwax2
Black-headed Waxbill,blhwax1
Kandt's Waxbill,kanwax1
Orange-cheeked Waxbill,orcwax
Anambra Waxbill,anawax1
Fawn-breasted Waxbill,fabwax1
Common Waxbill,comwax
Black-lored Waxbill,blfwax1
Black-rumped Waxbill,bkrwax
Crimson-rumped Waxbill,crrwax1
Arabian Waxbill,arawax1
Quailfinch,quailf1
Locustfinch,locust3
Cut-throat,cutthr1
Red-headed Finch,rehfin1
Green Avadavat,grnava1
Zebra Waxbill,zebwax2
Red Avadavat,redava
Purple Grenadier,purgre2
Violet-eared Waxbill,viewax1
Southern Cordonbleu,bubcor1
Red-cheeked Cordonbleu,reccor
Blue-capped Cordonbleu,blccor1
Grant's Bluebill,grablu1
Western Bluebill,wesblu1
Red-headed Bluebill,rehblu1
Lesser Seedcracker,lessee1
Crimson Seedcracker,crisee1
Black-bellied Seedcracker,blbsee1
Green-winged Pytilia,grwpyt1
Orange-winged Pytilia,orwpyt1
Red-winged Pytilia,rewpyt1
Red-billed Pytilia,rebpyt1
Red-faced Pytilia,refpyt1
Dybowski's Twinspot,dybtwi1
Dusky Twinspot,dustwi1
Red-throated Twinspot,pettwi1
Pink-throated Twinspot,pittwi1
Brown Twinspot,brotwi1
Red-billed Firefinch,rebfir2
African Firefinch,afffin
Jameson's Firefinch,jamfir1
Mali Firefinch,malfir1
Rock Firefinch,rocfir1
Chad Firefinch,reifir1
Black-bellied Firefinch,blbfir1
Bar-breasted Firefinch,babfir1
Brown Firefinch,brnfir1
Black-faced Firefinch,bkffir1
Pin-tailed Whydah,pitwhy
Sahel Paradise-Whydah,nopwhy1
Exclamatory Paradise-Whydah,ltpwhy1
Togo Paradise-Whydah,topwhy1
Broad-tailed Paradise-Whydah,btpwhy1
Eastern Paradise-Whydah,eapwhy1
Steel-blue Whydah,stbwhy1
Straw-tailed Whydah,sttwhy1
Shaft-tailed Whydah,shtwhy1
Village Indigobird,vilind
Wilson's Indigobird,pawind1
Quailfinch Indigobird,quaind1
Jos Plateau Indigobird,jopind1
Jambandu Indigobird,jamind1
Barka Indigobird,bakind1
Cameroon Indigobird,camind1
Dusky Indigobird,varind1
Purple Indigobird,purind1
Green Indigobird,greind1
Parasitic Weaver,parwea1
Alpine Accentor,alpacc1
Altai Accentor,himacc1
Robin Accentor,robacc1
Rufous-breasted Accentor,rubacc1
Siberian Accentor,sibacc
Radde's Accentor,radacc2
Brown Accentor,broacc1
Black-throated Accentor,bltacc1
Mongolian Accentor,monacc1
Dunnock,dunnoc1
Japanese Accentor,japacc1
Maroon-backed Accentor,mabacc1
Cinnamon Ibon,cinwhe1
Saxaul Sparrow,saxspa1
House Sparrow,houspa
Italian Sparrow,itaspa1
Spanish Sparrow,spaspa1
Sind Sparrow,sinspa1
Somali Sparrow,somspa1
Russet Sparrow,russpa2
Plain-backed Sparrow,plbspa1
Dead Sea Sparrow,desspa1
Cape Verde Sparrow,cavspa1
Abd al Kuri Sparrow,aakspa1
Socotra Sparrow,socspa1
Great Rufous Sparrow,grrspa1
Kenya Rufous Sparrow,kerspa2
Shelley's Rufous Sparrow,shrspa1
Kordofan Rufous Sparrow,korspa1
Cape Sparrow,capspa1
Northern Gray-headed Sparrow,gyhspa1
Swainson's Sparrow,swaspa2
Parrot-billed Sparrow,pabspa1
Swahili Sparrow,swaspa1
Southern Gray-headed Sparrow,sghspa2
Desert Sparrow,desspa3
Zarudny's Sparrow,desspa4
Eurasian Tree Sparrow,eutspa
Sudan Golden Sparrow,sugspa1
Arabian Golden Sparrow,argspa2
Chestnut Sparrow,chespa1
Yellow-spotted Bush Sparrow,yespet1
Yellow-throated Sparrow,chspet1
Yellow-throated Bush Sparrow,yetpet1
Sahel Bush Sparrow,buspet1
Rock Sparrow,rocpet1
Pale Rockfinch,palroc1
White-winged Snowfinch,whwsno1
Tibetan Snowfinch,tibsno2
Black-winged Snowfinch,blwsno1
White-rumped Snowfinch,whrsno1
Pere David's Snowfinch,pedsno1
Rufous-necked Snowfinch,runsno1
Blanford's Snowfinch,blasno1
Afghan Snowfinch,afgsno1
Forest Wagtail,forwag1
Cape Wagtail,capwag1
Mountain Wagtail,mouwag1
Sao Tome Short-tail,boclon2
Madagascar Wagtail,madwag1
Gray Wagtail,grywag
Western Yellow Wagtail,eaywag1
Eastern Yellow Wagtail,eaywag
Citrine Wagtail,citwag
White-browed Wagtail,whbwag1
Mekong Wagtail,mekwag1
Japanese Wagtail,japwag1
African Pied Wagtail,afpwag1
White Wagtail,whiwag
Australian Pipit,auspip2
New Zealand Pipit,auspip3
Richard's Pipit,ricpip1
Paddyfield Pipit,oripip1
African Pipit,afrpip1
Mountain Pipit,moupip1
Woodland Pipit,woopip1
Long-billed Pipit,lobpip1
Nicholson's Pipit,lobpip7
Blyth's Pipit,blypip1
Tawny Pipit,tawpip1
Plain-backed Pipit,plbpip1
Buffy Pipit,bufpip1
Long-legged Pipit,lolpip1
Nilgiri Pipit,nilpip1
Upland Pipit,uplpip1
Berthelot's Pipit,berpip1
Malindi Pipit,malpip1
Striped Pipit,strpip1
Yellow-tufted Pipit,yetpip1
Madanga,rtweye1
Alpine Pipit,alppip1
Meadow Pipit,meapip1
Rosy Pipit,rospip1
Tree Pipit,trepip
Olive-backed Pipit,olbpip
Pechora Pipit,pecpip
Red-throated Pipit,retpip
Water Pipit,watpip1
Rock Pipit,rocpip1
Siberian Pipit,sibpip1
American Pipit,amepip
Sprague's Pipit,sprpip
Yellowish Pipit,yelpip2
Peruvian Pipit,yelpip3
Puna Pipit,shbpip3
Short-billed Pipit,shbpip1
Pampas Pipit,chapip1
Correndera Pipit,corpip1
South Georgia Pipit,sogpip1
Ochre-breasted Pipit,ocbpip1
Hellmayr's Pipit,helpip1
Paramo Pipit,parpip1
Short-tailed Pipit,shtpip1
Bush Pipit,buspip1
Sokoke Pipit,sokpip1
Golden Pipit,golpip1
Yellow-breasted Pipit,yebpip2
Sharpe's Longclaw,shalon1
Orange-throated Longclaw,ortlon1
Yellow-throated Longclaw,yetlon1
Fülleborn's Longclaw,fuelon2
Abyssinian Longclaw,abylon1
Pangani Longclaw,panlon1
Rosy-throated Longclaw,rotlon1
Grimwood's Longclaw,grilon1
Common Chaffinch,comcha
Azores Chaffinch,comcha16
Madeira Chaffinch,comcha17
Canary Islands Chaffinch,caicha1
African Chaffinch,afrcha1
Tenerife Blue Chaffinch,blucha2
Gran Canaria Blue Chaffinch,blucha3
Brambling,brambl
Elegant Euphonia,eleeup1
Hispaniolan Euphonia,anteup2
Puerto Rican Euphonia,anteup3
Lesser Antillean Euphonia,anteup4
Golden-rumped Euphonia,goreup1
Blue-naped Chlorophonia,blnchl1
Chestnut-breasted Chlorophonia,chbchl1
Yellow-collared Chlorophonia,yecchl1
Blue-crowned Chlorophonia,blcchl1
Golden-browed Chlorophonia,gobchl1
Jamaican Euphonia,jameup1
Orange-crowned Euphonia,orceup1
Plumbeous Euphonia,plueup1
Purple-throated Euphonia,puteup1
Finsch's Euphonia,fineup1
Velvet-fronted Euphonia,vefeup1
Trinidad Euphonia,trieup1
West Mexican Euphonia,screup3
Scrub Euphonia,screup1
Yellow-crowned Euphonia,yeceup1
Golden-bellied Euphonia,gobeup1
White-vented Euphonia,whveup1
Green-throated Euphonia,gnteup1
Violaceous Euphonia,vioeup1
Yellow-throated Euphonia,yeteup1
Thick-billed Euphonia,thbeup1
Spot-crowned Euphonia,spceup1
Olive-backed Euphonia,olbeup1
Fulvous-vented Euphonia,fuveup1
Tawny-capped Euphonia,taceup1
Orange-bellied Euphonia,orbeup1
Bronze-green Euphonia,brgeup1
Golden-sided Euphonia,goseup1
Rufous-bellied Euphonia,rubeup1
Chestnut-bellied Euphonia,chbeup1
Black-and-yellow Grosbeak,baygro1
Collared Grosbeak,colgro1
Spot-winged Grosbeak,spwgro1
White-winged Grosbeak,whwgro1
Hooded Grosbeak,hoogro1
Evening Grosbeak,evegro
Hawfinch,hawfin
Yellow-billed Grosbeak,yebgro1
Japanese Grosbeak,japgro1
Poo-uli,poouli
Akikiki,akikik
Oahu Alauahio,oahala
Kakawahie,kakawa
Maui Alauahio,mauala
Palila,palila
Laysan Finch,layfin
Nihoa Finch,nihfin
Kona Grosbeak,kongro
Lesser Koa-Finch,lekfin
Greater Koa-Finch,grkfin
Ula-ai-hawane,ulahaw
Akohekohe,crehon
Laysan Honeycreeper,apapan2
Apapane,apapan
Iiwi,iiwi
Hawaii Mamo,hawmam1
Black Mamo,blkmam
Ou,ou
Lanai Hookbill,lanhoo
Maui Parrotbill,maupar
Kauai Nukupuu,nukupu2
Oahu Nukupuu,nukupu3
Maui Nukupuu,nukupu1
Akiapolaau,akiapo
Lesser Akialoa,lesaki
Oahu Akialoa,greaki2
Kauai Akialoa,greaki4
Maui-nui Akialoa,greaki3
Anianiau,aniani
Hawaii Amakihi,hawama
Oahu Amakihi,oahama
Kauai Amakihi,kauama
Greater Amakihi,greama
Hawaii Creeper,hawcre
Akekee,akekee
Hawaii Akepa,akepa1
Oahu Akepa,akepa2
Maui Akepa,akepa3
Common Rosefinch,comros
Scarlet Finch,scafin1
Bonin Grosbeak,bongro1
Red-mantled Rosefinch,remros1
Blyth's Rosefinch,blyros1
Himalayan Beautiful Rosefinch,bearos1
Chinese Beautiful Rosefinch,chbros1
Pink-rumped Rosefinch,pirros1
Dark-rumped Rosefinch,darros1
Pink-browed Rosefinch,pibros2
Spot-winged Rosefinch,spwros2
Sharpe's Rosefinch,spwros3
Vinaceous Rosefinch,vinros2
Taiwan Rosefinch,vinros3
Sinai Rosefinch,sinros1
Pale Rosefinch,palros3
Tibetan Rosefinch,tibros1
Sillem's Rosefinch,tahmof1
Streaked Rosefinch,strros1
Great Rosefinch,greros1
Long-tailed Rosefinch,lotros1
Red-fronted Rosefinch,refros1
Crimson-browed Finch,crbfin3
Pallas's Rosefinch,palros2
Three-banded Rosefinch,thbros1
Himalayan White-browed Rosefinch,whbros1
Chinese White-browed Rosefinch,cwbros1
Pine Grosbeak,pingro
Brown Bullfinch,brobul1
White-cheeked Bullfinch,whcbul1
Orange Bullfinch,orabul1
Red-headed Bullfinch,rehbul1
Gray-headed Bullfinch,gyhbul2
Taiwan Bullfinch,gyhbul5
Azores Bullfinch,eurbul1
Eurasian Bullfinch,eurbul
Crimson-winged Finch,crwfin2
Trumpeter Finch,trufin2
Mongolian Finch,monfin2
Blanford's Rosefinch,blaros1
Gold-naped Finch,gonfin1
Spectacled Finch,spefin1
Dark-breasted Rosefinch,dabros1
Plain Mountain Finch,plmfin1
Black-headed Mountain Finch,bhmfin1
Asian Rosy-Finch,asrfin1
Gray-crowned Rosy-Finch,gcrfin
Black Rosy-Finch,bkrfin
Brown-capped Rosy-Finch,bcrfin
House Finch,houfin
Purple Finch,purfin
Cassin's Finch,casfin
Desert Finch,desfin2
Arabian Grosbeak,gowgro2
Socotra Grosbeak,gowgro3
Somali Grosbeak,somgro1
European Greenfinch,eurgre1
Oriental Greenfinch,origre
Yellow-breasted Greenfinch,yebgre4
Vietnamese Greenfinch,viegre2
Black-headed Greenfinch,bkhgre1
Oriole Finch,orifin1
White-rumped Seedeater,whrsee
Yellow-fronted Canary,yefcan
African Citril,afrcit1
Western Citril,wescit1
Southern Citril,soucit1
Black-faced Canary,blfcan1
Papyrus Canary,papcan1
Forest Canary,forcan1
Arabian Serin,olrser1
Black-throated Canary,bltcan1
Reichenow's Seedeater,reisee2
Yellow-rumped Serin,yerser1
Lemon-breasted Seedeater,lebsee1
White-bellied Canary,whbcan1
Yellow-throated Serin,yetser1
Salvadori's Serin,salser1
Northern Grosbeak-Canary,norgrc1
Southern Grosbeak-Canary,sougrc1
Brimstone Canary,brican1
Yellow Canary,yelcan1
White-throated Canary,whtcan1
Streaky Seedeater,strsee1
Yellow-browed Seedeater,yebsee2
Thick-billed Seedeater,thbsee1
Kipengere Seedeater,tansee1
Principe Seedeater,prisee1
Sao Tome Grosbeak,satgro1
Protea Canary,procan1
Black-eared Seedeater,blesee1
West African Seedeater,sthsee3
Streaky-headed Seedeater,sthsee2
Stripe-breasted Seedeater,reisee3
Reichard's Seedeater,reisee4
Brown-rumped Seedeater,brrsee1
Yemen Serin,yemser1
Ankober Serin,ankser2
Cape Siskin,capsis2
Drakensberg Siskin,drasis2
Twite,twite1
Eurasian Linnet,eurlin1
Yemen Linnet,yemlin1
Warsangli Linnet,warlin1
Redpoll,redpol1
Parrot Crossbill,parcro2
Scottish Crossbill,scocro1
Red Crossbill,redcro
Cassia Crossbill,redcro9
Hispaniolan Crossbill,hiscro
White-winged Crossbill,whwcro
Indonesian Serin,mouser2
Mindanao Serin,mouser3
European Goldfinch,eurgol
Gray-crowned Goldfinch,eurgol2
Citril Finch,citfin1
Corsican Finch,corfin1
European Serin,eurser1
Island Canary,comcan
Fire-fronted Serin,fifser1
Syrian Serin,syrser1
Yellow-crowned Canary,yeccan1
Cape Canary,capcan1
Ethiopian Siskin,abysis1
Black-headed Canary,bkhcan2
Tibetan Serin,tibser1
Eurasian Siskin,eursis
Pine Siskin,pinsis
Black-capped Siskin,blcsis1
Black-headed Siskin,blhsis1
Antillean Siskin,antsis1
Lesser Goldfinch,lesgol
Lawrence's Goldfinch,lawgol
American Goldfinch,amegfi
Andean Siskin,andsis1
Yellow-faced Siskin,yefsis1
Yellow-bellied Siskin,yebsis1
Red Siskin,redsis1
Thick-billed Siskin,thbsis1
Hooded Siskin,hoosis1
Saffron Siskin,safsis1
Olivaceous Siskin,olisis1
Black Siskin,blasis1
Yellow-rumped Siskin,yersis1
Black-chinned Siskin,blcsis2
Lapland Longspur,laplon
Chestnut-collared Longspur,chclon
Smith's Longspur,smilon
Thick-billed Longspur,mcclon
Snow Bunting,snobun
McKay's Bunting,mckbun
Rosy Thrush-Tanager,rottan2
Brown-rumped Bunting,brrbun1
Crested Bunting,crebun1
Black-headed Bunting,blhbun1
Red-headed Bunting,rehbun1
Corn Bunting,corbun1
Chestnut-eared Bunting,chebun2
Tibetan Bunting,tibbun1
Rufous-backed Bunting,rubbun1
Rock Bunting,rocbun1
Godlewski's Bunting,godbun1
Meadow Bunting,meabun1
Cirl Bunting,cirbun1
White-capped Bunting,chbbun1
Yellowhammer,yellow2
Pine Bunting,pinbun
Gray-necked Bunting,gyhbun1
Cinereous Bunting,cinbun1
Ortolan Bunting,ortbun1
Cretzschmar's Bunting,crebun2
Cabanis's Bunting,cabbun1
Golden-breasted Bunting,gobbun1
Somali Bunting,sombun1
Cape Bunting,capbun1
Lark-like Bunting,lalbun1
Socotra Bunting,socbun1
Cinnamon-breasted Bunting,cibbun1
Gosling's Bunting,gosbun1
House Bunting,houbun3
Striolated Bunting,houbun2
Slaty Bunting,slabun1
Yellow-throated Bunting,yetbun1
Ochre-rumped Bunting,ocrbun1
Pallas's Bunting,palbun
Reed Bunting,reebun
Yellow-breasted Bunting,yebbun
Little Bunting,litbun
Rustic Bunting,rusbun
Yellow Bunting,yelbun1
Black-faced Bunting,bkfbun1
Masked Bunting,bkfbun2
Chestnut Bunting,chebun1
Yellow-browed Bunting,yebbun1
Tristram's Bunting,tribun1
Gray Bunting,grybun
Tanager Finch,tanfin1
Yellow-throated Chlorospingus,ytbtan1
Short-billed Chlorospingus,shbbut1
Ashy-throated Chlorospingus,atbtan1
Sooty-capped Chlorospingus,scbtan1
Common Chlorospingus,cobtan1
Tacarcuna Chlorospingus,tabtan1
Pirre Chlorospingus,pibtan1
Dusky Chlorospingus,dubtan1
Tumbes Sparrow,tumspa1
Yungas Sparrow,stcspa2
Chaco Sparrow,stcspa3
Rufous-winged Sparrow,ruwspa
Cinnamon-tailed Sparrow,citspa1
Stripe-headed Sparrow,sthspa1
Black-chested Sparrow,blcspa1
Bridled Sparrow,brispa1
Botteri's Sparrow,botspa
Cassin's Sparrow,casspa
Bachman's Sparrow,bacspa
Grasshopper Sparrow,graspa
Grassland Sparrow,graspa1
Yellow-browed Sparrow,yebspa1
Olive Sparrow,olispa
Green-backed Sparrow,grbspa1
Black-striped Sparrow,blsspa1
Tocuyo Sparrow,tocspa1
Chipping Sparrow,chispa
Clay-colored Sparrow,clcspa
Black-chinned Sparrow,bkcspa
Field Sparrow,fiespa
Brewer's Sparrow,brespa
Worthen's Sparrow,worspa
Five-striped Sparrow,fisspa
Black-throated Sparrow,bktspa
Lark Sparrow,larspa
Lark Bunting,larbun
Costa Rican Brushfinch,sthbrf3
Sierra Nevada Brushfinch,sthbrf4
Perija Brushfinch,sthbrf5
Black-headed Brushfinch,sthbrf1
Caracas Brushfinch,sthbrf6
Paria Brushfinch,sthbrf7
Gray-browed Brushfinch,sthbrf8
White-browed Brushfinch,sthbrf2
Orange-billed Sparrow,orbspa1
Black-capped Sparrow,bkcspa1
Marañon Sparrow,bkcspa2
Golden-winged Sparrow,gowspa1
Pectoral Sparrow,pecspa1
Sao Francisco Sparrow,safspa1
Half-collared Sparrow,hacspa1
Moss-backed Sparrow,sabspa4
Saffron-billed Sparrow,sabspa1
Green-striped Brushfinch,gsbfin1
Chestnut-capped Brushfinch,ccbfin
Sooty-faced Finch,soffin1
Olive Finch,olifin1
American Tree Sparrow,amtspa
Fox Sparrow,foxspa
Dark-eyed Junco,daejun
Guadalupe Junco,daejun2
Yellow-eyed Junco,yeejun
Baird's Junco,yeejun2
Volcano Junco,voljun1
Rufous-collared Sparrow,rucspa1
White-crowned Sparrow,whcspa
Golden-crowned Sparrow,gocspa
Harris's Sparrow,harspa
White-throated Sparrow,whtspa
Sagebrush Sparrow,sagspa1
Bell's Sparrow,belspa2
Striped Sparrow,strspa1
Vesper Sparrow,vesspa
LeConte's Sparrow,lecspa
Seaside Sparrow,seaspa
Nelson's Sparrow,nstspa
Saltmarsh Sparrow,sstspa
Savannah Sparrow,savspa
Baird's Sparrow,baispa
Henslow's Sparrow,henspa
Sierra Madre Sparrow,simspa1
Song Sparrow,sonspa
Lincoln's Sparrow,linspa
Swamp Sparrow,swaspa
Large-footed Finch,laffin1
Zapata Sparrow,zapspa1
Rusty-crowned Ground-Sparrow,rcgspa1
Canyon Towhee,cantow
White-throated Towhee,whttow1
Abert's Towhee,abetow
California Towhee,caltow
White-eared Ground-Sparrow,wegspa1
White-faced Ground-Sparrow,pregrs1
Cabanis's Ground-Sparrow,pregrs2
Rusty Sparrow,russpa1
Rufous-crowned Sparrow,rucspa
Oaxaca Sparrow,oaxspa1
Green-tailed Towhee,gnttow
Spotted Towhee,spotow
Eastern Towhee,eastow
Bermuda Towhee,bertow1
Collared Towhee,coltow1
Rufous-capped Brushfinch,rcbfin1
White-naped Brushfinch,wnbfin1
Yellow-thighed Brushfinch,yetfin1
Yellow-green Brushfinch,yegfin1
Moustached Brushfinch,mobfin1
Tepui Brushfinch,tebfin1
Santa Marta Brushfinch,smbfin1
Ochre-breasted Brushfinch,obbfin1
Yellow-headed Brushfinch,yehbrf1
Dusky-headed Brushfinch,dhbfin1
White-rimmed Brushfinch,wrbfin1
White-headed Brushfinch,whbfin1
Rufous-eared Brushfinch,rebfin1
Choco Brushfinch,tribrf1
Golden-crowned Brushfinch,tribrf2
Northern Slaty Brushfinch,slabru1
Peruvian Slaty Brushfinch,slabru2
Pale-naped Brushfinch,pnbfin1
Antioquia Brushfinch,antbrf1
Yellow-breasted Brushfinch,yebbrf1
White-winged Brushfinch,wwbfin1
Pale-headed Brushfinch,phbfin1
Bay-crowned Brushfinch,bcbfin1
Rusty-bellied Brushfinch,rbbfin1
Apurimac Brushfinch,apubrf1
Black-spectacled Brushfinch,bksbrf1
Vilcabamba Brushfinch,vilbrf1
Cuzco Brushfinch,cuzbrf1
Black-faced Brushfinch,bkfbrf1
Bolivian Brushfinch,rnbfin1
Fulvous-headed Brushfinch,fhbfin1
Yellow-striped Brushfinch,ysbfin1
Western Chat-Tanager,wectan1
Eastern Chat-Tanager,eactan1
Black-crowned Palm-Tanager,bcptan1
Gray-crowned Palm-Tanager,gcptan1
White-winged Warbler,whwwar1
Green-tailed Warbler,grtwar1
Puerto Rican Tanager,purtan1
Western Spindalis,wesspi
Jamaican Spindalis,jamspi
Hispaniolan Spindalis,hisspi
Puerto Rican Spindalis,purspi
Wrenthrush,wrenth1
Yellow-headed Warbler,yehwar1
Oriente Warbler,oriwar1
Yellow-breasted Chat,yebcha
Yellow-headed Blackbird,yehbla
Bobolink,boboli
Western Meadowlark,wesmea
Eastern Meadowlark,easmea
Chihuahuan Meadowlark,lilmea2
Red-breasted Meadowlark,rebbla1
White-browed Meadowlark,whbbla2
Peruvian Meadowlark,permea1
Pampas Meadowlark,pammea1
Long-tailed Meadowlark,lotmea1
Yellow-billed Cacique,yebcac1
Yellow-winged Cacique,yewcac1
Russet-backed Oropendola,ruboro1
Dusky-green Oropendola,dugoro1
Green Oropendola,greoro1
Crested Oropendola,creoro1
Chestnut-headed Oropendola,chhoro1
Montezuma Oropendola,monoro1
Black Oropendola,blaoro1
Baudo Oropendola,bauoro2
Olive Oropendola,olioro1
Solitary Black Cacique,sobcac1
Golden-winged Cacique,gowcac1
Ecuadorian Cacique,ecucac1
Selva Cacique,selcac1
Scarlet-rumped Cacique,scrcac1
Yellow-rumped Cacique,yercac1
Mountain Cacique,moucac1
Band-tailed Cacique,batoro1
Red-rumped Cacique,rercac1
Casqued Cacique,casoro2
Hispaniolan Oriole,graori1
Cuban Oriole,graori2
Bahama Oriole,graori3
Puerto Rican Oriole,graori4
St. Lucia Oriole,stlori1
Montserrat Oriole,monori1
Martinique Oriole,marori1
Black-vented Oriole,bkvori
Bar-winged Oriole,bawori1
Black-cowled Oriole,bkcori
Orchard Oriole,orcori
Hooded Oriole,hooori
Yellow-backed Oriole,yebori1
Orange-crowned Oriole,orcori1
White-edged Oriole,wheori1
Yellow-tailed Oriole,yetori1
Epaulet Oriole,epaori1
Variable Oriole,epaori4
Venezuelan Troupial,ventro1
Campo Troupial,camtro1
Orange-backed Troupial,orbtro3
Streak-backed Oriole,stbori
Bullock's Oriole,bulori
Orange Oriole,oraori1
Jamaican Oriole,jamori1
Yellow Oriole,yelori1
Spot-breasted Oriole,spbori
Altamira Oriole,altori
Audubon's Oriole,audori
Baltimore Oriole,balori
Black-backed Oriole,blbori1
Scott's Oriole,scoori
Jamaican Blackbird,jambla1
Red-winged Blackbird,rewbla
Red-shouldered Blackbird,resbla1
Tricolored Blackbird,tribla
Tawny-shouldered Blackbird,tasbla
Yellow-shouldered Blackbird,yesbla1
Screaming Cowbird,scrcow1
Shiny Cowbird,shicow
Bronzed Cowbird,brocow
Brown-headed Cowbird,bnhcow
Giant Cowbird,giacow
Melodious Blackbird,melbla1
Scrub Blackbird,scrbla1
Cuban Blackbird,cubbla
Rusty Blackbird,rusbla
Brewer's Blackbird,brebla
Common Grackle,comgra
Boat-tailed Grackle,botgra
Great-tailed Grackle,grtgra
Slender-billed Grackle,slbgra1
Nicaraguan Grackle,nicgra1
Greater Antillean Grackle,gragra1
Carib Grackle,cargra1
Red-bellied Grackle,rebgra1
Velvet-fronted Grackle,vefgra1
Oriole Blackbird,oribla1
Mountain Grackle,mougra1
Golden-tufted Grackle,gotgra1
Austral Blackbird,ausbla1
Scarlet-headed Blackbird,schbla1
Forbes's Blackbird,forbla1
Chopi Blackbird,chobla1
Bolivian Blackbird,bolbla1
Grayish Baywing,bawcow4
Pale Baywing,bawcow3
Pale-eyed Blackbird,paebla2
Unicolored Blackbird,unibla2
Yellow-winged Blackbird,yewbla2
Chestnut-capped Blackbird,chcbla2
Yellow-hooded Blackbird,yehbla2
Saffron-cowled Blackbird,sacbla2
Yellow-rumped Marshbird,yermar1
Brown-and-yellow Marshbird,baymar1
Ovenbird,ovenbi1
Worm-eating Warbler,woewar1
Louisiana Waterthrush,louwat
Northern Waterthrush,norwat
Bachman's Warbler,bacwar
Golden-winged Warbler,gowwar
Blue-winged Warbler,buwwar
Black-and-white Warbler,bawwar
Prothonotary Warbler,prowar
Swainson's Warbler,swawar
Crescent-chested Warbler,crcwar
Flame-throated Warbler,fltwar1
Tennessee Warbler,tenwar
Orange-crowned Warbler,orcwar
Colima Warbler,colwar
Lucy's Warbler,lucwar
Nashville Warbler,naswar
Virginia's Warbler,virwar
Semper's Warbler,semwar1
Connecticut Warbler,conwar
Gray-crowned Yellowthroat,gycyel
Masked Yellowthroat,masyel2
Black-lored Yellowthroat,masyel4
Southern Yellowthroat,masyel5
